ApplicantName,Age,Gender,MaritalStatus,Education,EmploymentType,SelfEmployed,AnnualIncome,MonthlyIncome,ExistingEMI,CreditCardUsage,NumberExistingLoans,LoanAmount,LoanPurpose,LoanTenure,CIBILScore,BankBalance,PropertyOwnership,Dependents,DebtToIncomeRatio,CreditUtilizationRatio,SavingsAmount,PreviousLoanDefaults,LoanStatus
Rohan Mehta,55,Female,Single,Doctorate,Freelancer,1,225000.0,18750.0,4507.16,0.88,0,1232000.0,Medical Emergency,240,730,382829.23,Owned,3,0.51,0.88,382829.23,0,1
Rahul Verma,26,Male,Single,Graduate,Freelancer,1,348000.0,29000.0,11670.17,0.58,0,1757000.0,Home Loan,48,744,252869.36,Rented,4,1.66,0.58,252869.36,0,0
Meera Pillai,30,Female,Divorced,Doctorate,Freelancer,1,279000.0,23250.0,2446.81,0.43,0,1408000.0,Business Loan,48,638,614900.19,Mortgaged,4,1.37,0.43,614900.19,0,0
Amit Kumar,30,Female,Single,High School,Self-Employed,1,290000.0,24166.67,6225.13,0.45,0,1323000.0,Car Loan,360,712,529551.32,Rented,4,0.41,0.45,529551.32,0,1
Ananya Iyer,49,Female,Married,Graduate,Freelancer,1,649000.0,54083.33,20952.25,0.5,1,3538000.0,Business Loan,36,842,1404593.41,Owned,0,2.2,0.5,1404593.41,0,1
Aarav Sharma,38,Female,Divorced,Post Graduate,Salaried,0,387000.0,32250.0,9562.44,0.2,3,670000.0,Education Loan,120,597,664602.56,Owned,1,0.47,0.2,664602.56,0,1
Pooja Deshmukh,40,Male,Married,Doctorate,Salaried,0,526000.0,43833.33,13546.09,0.41,1,698000.0,Home Loan,360,724,874803.25,Owned,2,0.35,0.41,874803.25,1,0
Manish Tiwari,32,Male,Married,Doctorate,Freelancer,1,533000.0,44416.67,15089.82,0.91,1,1901000.0,Business Loan,60,694,354192.38,Mortgaged,4,1.05,0.91,354192.38,0,0
Sneha Nair,55,Male,Single,Post Graduate,Salaried,0,243000.0,20250.0,7753.58,0.77,3,1393000.0,Medical Emergency,48,637,410561.28,Mortgaged,3,1.82,0.77,410561.28,0,0
Tanvi Bhatia,35,Female,Divorced,High School,Self-Employed,1,523000.0,43583.33,5847.22,0.6,1,2695000.0,Business Loan,360,504,747104.5,Owned,4,0.31,0.6,747104.5,1,0
Sneha Nair,25,Female,Married,Doctorate,Salaried,0,935000.0,77916.67,24378.27,0.45,2,2303000.0,Personal Loan,48,758,2102319.95,Rented,4,0.93,0.45,2102319.95,0,1
Riya Sen,57,Male,Divorced,Post Graduate,Salaried,0,414000.0,34500.0,14498.87,0.46,3,1073000.0,Home Loan,24,638,756204.51,Mortgaged,3,1.72,0.46,756204.51,0,0
Riya Sen,53,Female,Married,Post Graduate,Freelancer,1,386000.0,32166.67,7321.54,0.7,1,520000.0,Personal Loan,120,662,516730.66,Owned,2,0.36,0.7,516730.66,0,1
Priya Patel,32,Female,Divorced,Graduate,Freelancer,1,968000.0,80666.67,23360.85,0.66,1,4703000.0,Education Loan,12,537,1712589.38,Owned,2,5.15,0.66,1712589.38,1,0
Pooja Deshmukh,27,Female,Married,High School,Freelancer,1,241000.0,20083.33,5144.09,0.08,0,286000.0,Education Loan,360,720,125844.73,Mortgaged,0,0.3,0.08,125844.73,0,1
Pooja Deshmukh,29,Female,Married,Post Graduate,Freelancer,1,218000.0,18166.67,3766.11,0.4,0,277000.0,Business Loan,60,716,118952.43,Owned,2,0.46,0.4,118952.43,0,1
Vikram Singh,59,Female,Married,Post Graduate,Self-Employed,1,611000.0,50916.67,12514.4,0.86,0,2230000.0,Home Loan,120,730,654846.91,Rented,4,0.61,0.86,654846.91,1,0
Amit Kumar,62,Male,Divorced,High School,Freelancer,1,448000.0,37333.33,2988.7,0.9,2,1183000.0,Business Loan,36,607,478805.99,Mortgaged,4,0.96,0.9,478805.99,0,0
Kavya Reddy,57,Female,Divorced,High School,Salaried,0,626000.0,52166.67,5247.92,0.94,2,2050000.0,Business Loan,180,721,617333.3,Owned,0,0.32,0.94,617333.3,0,1
Riya Sen,59,Female,Married,High School,Salaried,0,1402000.0,116833.33,32064.64,0.73,0,6662000.0,Education Loan,60,420,894610.73,Owned,4,1.22,0.73,894610.73,1,0
Tanvi Bhatia,32,Male,Divorced,Graduate,Salaried,0,1060000.0,88333.33,36326.74,0.59,5,1491000.0,Personal Loan,360,722,2225214.4,Rented,1,0.46,0.59,2225214.4,0,1
Aditya Joshi,38,Male,Single,High School,Self-Employed,1,290000.0,24166.67,4290.52,0.13,0,613000.0,Home Loan,120,662,605009.14,Owned,2,0.39,0.13,605009.14,0,1
Neha Gupta,59,Female,Divorced,Post Graduate,Freelancer,1,322000.0,26833.33,5745.96,0.81,2,1090000.0,Personal Loan,180,585,377894.2,Rented,4,0.44,0.81,377894.2,1,0
Tanvi Bhatia,36,Female,Single,Graduate,Business,1,601000.0,50083.33,21419.34,0.76,1,417000.0,Education Loan,36,840,718747.4,Mortgaged,4,0.66,0.76,718747.4,0,1
Ananya Iyer,34,Female,Divorced,Graduate,Self-Employed,1,494000.0,41166.67,14037.59,0.06,1,1228000.0,Personal Loan,360,586,673954.03,Rented,2,0.42,0.06,673954.03,0,1
Vikram Singh,37,Female,Divorced,Doctorate,Freelancer,1,1072000.0,89333.33,2346.44,0.34,2,5093000.0,Business Loan,180,662,2145618.11,Rented,1,0.34,0.34,2145618.11,0,1
Aditya Joshi,53,Female,Single,Post Graduate,Freelancer,1,685000.0,57083.33,18137.99,0.51,0,4047000.0,Medical Emergency,60,733,958478.51,Rented,1,1.5,0.51,958478.51,0,0
Divya Agarwal,64,Female,Married,High School,Self-Employed,1,605000.0,50416.67,11389.83,0.32,3,2347000.0,Home Loan,24,673,1240130.77,Rented,2,2.17,0.32,1240130.77,0,1
Aarav Sharma,63,Male,Single,Graduate,Salaried,0,423000.0,35250.0,2473.65,0.33,3,1699000.0,Business Loan,48,767,116153.94,Owned,4,1.07,0.33,116153.94,0,1
Ananya Iyer,41,Female,Married,Graduate,Self-Employed,1,796000.0,66333.33,166.26,0.36,3,546000.0,Personal Loan,180,799,1140915.18,Owned,4,0.05,0.36,1140915.18,0,1
Sneha Nair,51,Female,Married,Doctorate,Freelancer,1,1069000.0,89083.33,23508.65,0.95,1,3419000.0,Car Loan,48,623,1192334.38,Mortgaged,1,1.06,0.95,1192334.38,0,0
Sneha Nair,31,Female,Single,Graduate,Self-Employed,1,563000.0,46916.67,7733.38,0.51,1,2569000.0,Personal Loan,120,549,445328.4,Owned,4,0.62,0.51,445328.4,1,0
Neha Gupta,44,Male,Divorced,Post Graduate,Self-Employed,1,765000.0,63750.0,23992.47,0.16,0,2935000.0,Medical Emergency,12,717,1227510.36,Mortgaged,3,4.21,0.16,1227510.36,0,1
Siddharth Rao,42,Male,Single,Post Graduate,Freelancer,1,272000.0,22666.67,2676.38,0.19,1,1209000.0,Car Loan,120,696,43014.33,Owned,2,0.56,0.19,43014.33,0,0
Siddharth Rao,39,Male,Divorced,Doctorate,Self-Employed,1,767000.0,63916.67,22633.87,0.86,2,2409000.0,Education Loan,60,741,1451458.4,Rented,4,0.98,0.86,1451458.4,0,1
Aditya Joshi,62,Female,Single,Doctorate,Self-Employed,1,491000.0,40916.67,15885.16,0.9,1,1124000.0,Business Loan,24,695,651177.75,Mortgaged,4,1.53,0.9,651177.75,0,1
Siddharth Rao,38,Male,Divorced,Graduate,Freelancer,1,180000.0,15000.0,358.4,0.83,2,801000.0,Home Loan,240,697,93837.17,Rented,2,0.25,0.83,93837.17,0,1
Rohan Mehta,46,Female,Divorced,Post Graduate,Self-Employed,1,1098000.0,91500.0,39391.75,0.88,0,2517000.0,Personal Loan,36,716,1629383.0,Mortgaged,4,1.19,0.88,1629383.0,0,1
Rohan Mehta,40,Female,Single,Graduate,Freelancer,1,270000.0,22500.0,8093.95,0.64,0,1004000.0,Medical Emergency,60,612,180104.3,Mortgaged,2,1.1,0.64,180104.3,0,0
Neha Gupta,56,Female,Divorced,High School,Self-Employed,1,766000.0,63833.33,22674.13,0.82,0,2659000.0,Education Loan,360,583,1804137.36,Rented,0,0.47,0.82,1804137.36,0,1
Riya Sen,33,Female,Divorced,Doctorate,Self-Employed,1,557000.0,46416.67,3374.62,0.4,0,1036000.0,Home Loan,120,561,404655.5,Rented,3,0.26,0.4,404655.5,1,0
Riya Sen,34,Male,Single,Doctorate,Freelancer,1,315000.0,26250.0,31.75,0.56,2,920000.0,Personal Loan,12,585,281818.95,Mortgaged,2,2.92,0.56,281818.95,0,0
Karan Malhotra,61,Female,Divorced,Graduate,Self-Employed,1,180000.0,15000.0,3309.71,0.86,1,414000.0,Business Loan,360,706,426587.45,Mortgaged,0,0.3,0.86,426587.45,0,1
Vikram Singh,36,Male,Divorced,Graduate,Self-Employed,1,612000.0,51000.0,18204.71,0.41,4,2967000.0,Home Loan,360,652,337981.35,Owned,1,0.52,0.41,337981.35,0,1
Aditya Joshi,55,Female,Divorced,Doctorate,Freelancer,1,346000.0,28833.33,4532.33,0.24,3,1581000.0,Medical Emergency,120,722,588765.7,Rented,2,0.61,0.24,588765.7,0,1
Meera Pillai,50,Female,Single,Graduate,Self-Employed,1,369000.0,30750.0,239.9,0.93,2,664000.0,Car Loan,24,623,758374.17,Mortgaged,3,0.91,0.93,758374.17,0,0
Karan Malhotra,38,Male,Married,Post Graduate,Self-Employed,1,517000.0,43083.33,16906.03,0.56,2,2899000.0,Home Loan,12,723,1018214.74,Mortgaged,4,6.0,0.56,1018214.74,0,1
Manish Tiwari,42,Female,Divorced,Graduate,Salaried,0,243000.0,20250.0,2759.18,0.48,1,995000.0,Medical Emergency,360,677,136770.86,Mortgaged,2,0.27,0.48,136770.86,0,1
Aarav Sharma,64,Female,Married,Graduate,Self-Employed,1,557000.0,46416.67,14344.98,0.5,0,2143000.0,Home Loan,36,632,587505.11,Mortgaged,1,1.59,0.5,587505.11,0,0
Vikram Singh,32,Male,Single,Post Graduate,Salaried,0,347000.0,28916.67,11278.34,0.88,1,2006000.0,Car Loan,240,743,661515.13,Owned,0,0.68,0.88,661515.13,1,0
Tanvi Bhatia,27,Male,Single,Graduate,Freelancer,1,1588000.0,132333.33,23980.56,0.17,4,2372000.0,Home Loan,12,775,1860466.51,Mortgaged,3,1.67,0.17,1860466.51,0,1
Deepak Choudhury,42,Female,Single,Post Graduate,Self-Employed,1,410000.0,34166.67,569.23,0.56,1,1178000.0,Education Loan,48,770,568570.08,Mortgaged,3,0.73,0.56,568570.08,0,1
Sneha Nair,41,Male,Single,High School,Self-Employed,1,422000.0,35166.67,1589.76,0.31,2,2044000.0,Medical Emergency,180,751,675552.85,Owned,4,0.37,0.31,675552.85,0,1
Aarav Sharma,57,Female,Single,Post Graduate,Business,1,918000.0,76500.0,12929.24,0.07,0,4616000.0,Personal Loan,120,464,2283030.21,Rented,0,0.67,0.07,2283030.21,1,0
Rahul Verma,47,Male,Single,High School,Self-Employed,1,667000.0,55583.33,19490.21,0.58,2,3354000.0,Home Loan,48,776,1617691.92,Owned,0,1.61,0.58,1617691.92,0,1
Rohan Mehta,63,Female,Married,High School,Business,1,502000.0,41833.33,7292.22,0.74,1,611000.0,Home Loan,60,811,1184534.45,Mortgaged,3,0.42,0.74,1184534.45,0,1
Aarav Sharma,40,Male,Married,Graduate,Freelancer,1,738000.0,61500.0,3407.15,0.6,1,2315000.0,Business Loan,240,791,566070.99,Owned,2,0.21,0.6,566070.99,0,1
Priya Patel,60,Female,Divorced,Graduate,Freelancer,1,540000.0,45000.0,8630.53,0.58,1,1495000.0,Personal Loan,36,455,1168574.13,Mortgaged,3,1.11,0.58,1168574.13,1,0
Ananya Iyer,49,Female,Married,High School,Self-Employed,1,515000.0,42916.67,15986.26,0.67,1,2076000.0,Personal Loan,60,616,91525.37,Owned,3,1.18,0.67,91525.37,0,0
Tanvi Bhatia,36,Female,Married,Doctorate,Freelancer,1,483000.0,40250.0,6675.65,0.85,2,1060000.0,Home Loan,120,618,561607.98,Mortgaged,0,0.39,0.85,561607.98,0,1
Pooja Deshmukh,63,Female,Married,Doctorate,Self-Employed,1,337000.0,28083.33,11952.17,0.28,1,1728000.0,Personal Loan,60,659,407160.06,Owned,0,1.45,0.28,407160.06,0,0
Meera Pillai,48,Male,Single,Graduate,Salaried,0,180000.0,15000.0,1398.73,0.78,0,819000.0,Car Loan,360,545,117295.6,Rented,1,0.24,0.78,117295.6,1,0
Rahul Verma,23,Female,Single,Doctorate,Salaried,0,902000.0,75166.67,18413.41,0.52,0,4481000.0,Medical Emergency,120,565,1059513.46,Owned,3,0.74,0.52,1059513.46,1,0
Ananya Iyer,46,Female,Divorced,Graduate,Freelancer,1,331000.0,27583.33,1048.05,0.51,0,909000.0,Home Loan,48,601,75904.72,Mortgaged,0,0.72,0.51,75904.72,0,0
Rahul Verma,37,Male,Married,High School,Business,1,841000.0,70083.33,15517.49,0.23,2,2274000.0,Home Loan,48,672,134136.43,Mortgaged,2,0.9,0.23,134136.43,0,0
Pooja Deshmukh,48,Female,Married,Doctorate,Freelancer,1,442000.0,36833.33,9881.36,0.5,3,718000.0,Business Loan,12,678,398255.48,Mortgaged,0,1.89,0.5,398255.48,0,1
Rohan Mehta,37,Female,Single,Doctorate,Business,1,1593000.0,132750.0,50079.78,0.85,1,4624000.0,Personal Loan,24,705,1509783.22,Owned,1,1.83,0.85,1509783.22,0,1
Vikram Singh,28,Female,Single,Graduate,Salaried,0,180000.0,15000.0,6613.8,0.41,1,511000.0,Education Loan,120,574,288793.86,Owned,0,0.72,0.41,288793.86,1,0
Ananya Iyer,30,Male,Married,Doctorate,Freelancer,1,389000.0,32416.67,1813.57,0.28,2,237000.0,Medical Emergency,60,769,585583.11,Mortgaged,3,0.18,0.28,585583.11,0,1
Meera Pillai,46,Male,Divorced,High School,Salaried,0,445000.0,37083.33,5257.35,0.65,1,1955000.0,Education Loan,36,559,89673.12,Mortgaged,1,1.61,0.65,89673.12,1,0
Priya Patel,52,Female,Divorced,Doctorate,Freelancer,1,667000.0,55583.33,19592.94,0.53,0,2141000.0,Personal Loan,24,642,384720.98,Mortgaged,2,1.96,0.53,384720.98,0,0
Ananya Iyer,62,Female,Married,High School,Salaried,0,180000.0,15000.0,2773.49,0.39,2,189000.0,Personal Loan,240,617,141834.97,Owned,2,0.24,0.39,141834.97,0,1
Manish Tiwari,46,Female,Single,Post Graduate,Self-Employed,1,374000.0,31166.67,10689.79,0.44,0,621000.0,Medical Emergency,360,790,638551.0,Mortgaged,4,0.4,0.44,638551.0,0,1
Manish Tiwari,29,Male,Divorced,Doctorate,Salaried,0,180000.0,15000.0,452.22,0.79,1,351000.0,Car Loan,36,830,29364.6,Rented,3,0.68,0.79,29364.6,1,0
Karan Malhotra,32,Male,Single,Graduate,Freelancer,1,916000.0,76333.33,1886.59,0.19,2,3810000.0,Home Loan,60,741,300619.59,Mortgaged,0,0.86,0.19,300619.59,0,0
Rahul Verma,24,Male,Married,Doctorate,Self-Employed,1,188000.0,15666.67,6327.0,0.13,0,554000.0,Home Loan,360,696,246046.66,Mortgaged,4,0.5,0.13,246046.66,0,1
Deepak Choudhury,22,Male,Single,Doctorate,Business,1,180000.0,15000.0,2052.77,0.17,0,840000.0,Car Loan,120,546,243480.8,Mortgaged,3,0.6,0.17,243480.8,1,0
Manish Tiwari,28,Female,Divorced,High School,Freelancer,1,590000.0,49166.67,20631.72,0.54,0,495000.0,Home Loan,60,587,823774.49,Rented,2,0.59,0.54,823774.49,0,0
Riya Sen,48,Male,Single,Post Graduate,Freelancer,1,461000.0,38416.67,9740.28,0.32,1,1253000.0,Medical Emergency,24,542,1079642.09,Mortgaged,1,1.61,0.32,1079642.09,1,0
Manish Tiwari,39,Female,Single,Doctorate,Self-Employed,1,528000.0,44000.0,9174.51,0.73,0,1944000.0,Medical Emergency,240,844,894960.12,Owned,3,0.39,0.73,894960.12,0,1
Manish Tiwari,33,Female,Single,Graduate,Business,1,331000.0,27583.33,11229.85,0.13,1,1223000.0,Home Loan,120,721,372427.68,Rented,3,0.78,0.13,372427.68,0,1
Kavya Reddy,39,Male,Married,High School,Self-Employed,1,313000.0,26083.33,3912.19,0.39,0,341000.0,Car Loan,180,656,167812.01,Mortgaged,1,0.22,0.39,167812.01,1,0
Tanvi Bhatia,53,Female,Divorced,High School,Freelancer,1,1360000.0,113333.33,19570.26,0.27,0,2661000.0,Business Loan,180,603,219627.06,Rented,2,0.3,0.27,219627.06,0,1
Vikram Singh,48,Male,Married,Graduate,Self-Employed,1,1914000.0,159500.0,40253.8,0.14,2,2455000.0,Education Loan,48,719,3983507.78,Rented,2,0.57,0.14,3983507.78,0,1
Meera Pillai,37,Male,Single,Post Graduate,Business,1,226000.0,18833.33,4530.92,0.53,0,737000.0,Business Loan,12,612,500093.31,Owned,4,3.5,0.53,500093.31,0,0
Siddharth Rao,33,Female,Single,Doctorate,Salaried,0,448000.0,37333.33,7138.56,0.61,0,380000.0,Education Loan,24,832,275378.57,Owned,4,0.62,0.61,275378.57,0,1
Kavya Reddy,54,Female,Divorced,Post Graduate,Self-Employed,1,1322000.0,110166.67,35432.98,0.15,3,2212000.0,Medical Emergency,180,684,2970087.07,Rented,3,0.43,0.15,2970087.07,0,1
Kavya Reddy,48,Male,Married,High School,Salaried,0,439000.0,36583.33,6595.01,0.75,1,1910000.0,Personal Loan,120,772,998913.68,Rented,3,0.62,0.75,998913.68,0,1
Riya Sen,53,Male,Married,Graduate,Salaried,0,1093000.0,91083.33,17580.26,0.64,0,5795000.0,Medical Emergency,60,781,827007.77,Mortgaged,1,1.25,0.64,827007.77,0,1
Rahul Verma,31,Female,Divorced,Doctorate,Salaried,0,616000.0,51333.33,17842.44,0.16,0,1184000.0,Business Loan,360,613,993711.86,Mortgaged,3,0.41,0.16,993711.86,0,1
Aarav Sharma,28,Female,Married,Post Graduate,Salaried,0,402000.0,33500.0,4092.84,0.45,1,1116000.0,Home Loan,48,517,850375.97,Mortgaged,4,0.82,0.45,850375.97,0,0
Siddharth Rao,41,Female,Divorced,Doctorate,Self-Employed,1,274000.0,22833.33,7181.0,0.57,0,1187000.0,Business Loan,240,635,232318.54,Mortgaged,1,0.53,0.57,232318.54,0,0
Sneha Nair,32,Male,Married,High School,Business,1,216000.0,18000.0,7929.06,0.77,0,167000.0,Home Loan,36,681,396082.62,Mortgaged,2,0.7,0.77,396082.62,0,1
Riya Sen,39,Female,Single,Doctorate,Salaried,0,210000.0,17500.0,2766.18,0.11,0,196000.0,Medical Emergency,12,720,135442.89,Mortgaged,3,1.09,0.11,135442.89,0,1
Meera Pillai,47,Female,Single,Doctorate,Business,1,214000.0,17833.33,1994.64,0.93,1,869000.0,Home Loan,360,627,318912.48,Rented,4,0.25,0.93,318912.48,0,1
Priya Patel,50,Female,Married,Graduate,Salaried,0,781000.0,65083.33,725.55,0.64,0,2849000.0,Personal Loan,60,684,1072193.39,Mortgaged,4,0.74,0.64,1072193.39,0,1
Priya Patel,21,Female,Married,Doctorate,Business,1,755000.0,62916.67,22239.96,0.72,2,2689000.0,Car Loan,180,687,976976.25,Owned,4,0.59,0.72,976976.25,0,1
Divya Agarwal,36,Female,Single,Graduate,Business,1,293000.0,24416.67,3458.29,0.83,0,936000.0,Car Loan,120,784,407282.63,Owned,3,0.46,0.83,407282.63,0,1
Sneha Nair,46,Female,Single,Post Graduate,Salaried,0,385000.0,32083.33,6138.12,0.27,1,1849000.0,Education Loan,180,571,847818.34,Owned,1,0.51,0.27,847818.34,1,0
Neha Gupta,55,Female,Married,High School,Salaried,0,421000.0,35083.33,1711.34,0.62,2,1608000.0,Education Loan,48,673,977075.95,Owned,1,1.0,0.62,977075.95,0,1
Divya Agarwal,52,Male,Single,Graduate,Self-Employed,1,194000.0,16166.67,1106.93,0.21,0,910000.0,Car Loan,180,579,468393.9,Rented,3,0.38,0.21,468393.9,1,0
Riya Sen,38,Female,Married,Post Graduate,Business,1,425000.0,35416.67,9774.04,0.4,1,455000.0,Personal Loan,60,583,765823.79,Owned,3,0.49,0.4,765823.79,0,1
Deepak Choudhury,59,Female,Divorced,Doctorate,Salaried,0,372000.0,31000.0,85.36,0.86,1,1284000.0,Home Loan,240,783,562889.5,Rented,3,0.18,0.86,562889.5,0,1
Riya Sen,36,Male,Single,Graduate,Self-Employed,1,342000.0,28500.0,7410.79,0.84,1,845000.0,Home Loan,60,562,400371.49,Mortgaged,0,0.75,0.84,400371.49,1,0
Aditya Joshi,53,Male,Divorced,Doctorate,Salaried,0,664000.0,55333.33,3667.14,0.15,1,933000.0,Personal Loan,360,828,466757.77,Mortgaged,2,0.11,0.15,466757.77,0,1
Riya Sen,59,Female,Single,Doctorate,Business,1,355000.0,29583.33,9271.28,0.71,1,1869000.0,Business Loan,12,743,428446.04,Rented,0,5.58,0.71,428446.04,0,0
Neha Gupta,32,Female,Married,Post Graduate,Business,1,661000.0,55083.33,3170.74,0.65,1,2856000.0,Personal Loan,360,781,580567.74,Rented,4,0.2,0.65,580567.74,0,1
Aditya Joshi,61,Male,Single,Doctorate,Business,1,865000.0,72083.33,9909.76,0.38,0,3535000.0,Education Loan,36,700,1892350.8,Owned,0,1.5,0.38,1892350.8,0,1
Rohan Mehta,22,Male,Divorced,Doctorate,Business,1,497000.0,41416.67,14346.23,0.6,1,2262000.0,Car Loan,24,728,587354.74,Rented,4,2.62,0.6,587354.74,0,0
Kavya Reddy,42,Female,Divorced,Post Graduate,Freelancer,1,220000.0,18333.33,1400.2,0.22,3,1117000.0,Business Loan,180,679,383723.82,Owned,3,0.41,0.22,383723.82,0,1
Pooja Deshmukh,61,Male,Divorced,Graduate,Salaried,0,180000.0,15000.0,4095.5,0.4,5,334000.0,Home Loan,60,655,160106.97,Mortgaged,3,0.64,0.4,160106.97,0,1
Siddharth Rao,49,Male,Married,Post Graduate,Business,1,655000.0,54583.33,15330.17,0.26,0,3382000.0,Education Loan,12,658,121720.88,Mortgaged,1,5.44,0.26,121720.88,0,0
Ananya Iyer,25,Male,Divorced,Doctorate,Freelancer,1,475000.0,39583.33,8446.16,0.31,0,2602000.0,Car Loan,120,753,1174844.38,Rented,1,0.76,0.31,1174844.38,0,1
Pooja Deshmukh,51,Female,Married,Doctorate,Salaried,0,566000.0,47166.67,17528.71,0.24,4,1949000.0,Education Loan,24,641,701991.38,Mortgaged,3,2.09,0.24,701991.38,0,0
Meera Pillai,45,Male,Single,High School,Self-Employed,1,303000.0,25250.0,7313.47,0.16,0,1046000.0,Business Loan,360,653,511030.45,Mortgaged,1,0.4,0.16,511030.45,0,1
Tanvi Bhatia,47,Female,Divorced,Post Graduate,Salaried,0,441000.0,36750.0,5061.72,0.94,0,1388000.0,Medical Emergency,36,715,930521.05,Owned,0,1.19,0.94,930521.05,0,1
Karan Malhotra,61,Male,Married,Doctorate,Self-Employed,1,180000.0,15000.0,245.9,0.13,0,812000.0,Business Loan,360,708,341005.96,Rented,2,0.17,0.13,341005.96,0,1
Neha Gupta,24,Female,Single,Post Graduate,Self-Employed,1,631000.0,52583.33,14017.5,0.2,2,1133000.0,Business Loan,24,807,291695.46,Owned,0,1.16,0.2,291695.46,0,1
Meera Pillai,58,Female,Single,Doctorate,Self-Employed,1,575000.0,47916.67,20348.56,0.56,0,3398000.0,Business Loan,360,709,1332832.19,Mortgaged,0,0.62,0.56,1332832.19,0,1
Rohan Mehta,45,Male,Single,Graduate,Salaried,0,462000.0,38500.0,14140.91,0.06,1,815000.0,Home Loan,12,709,116088.51,Mortgaged,0,2.13,0.06,116088.51,0,0
Divya Agarwal,51,Female,Single,Graduate,Salaried,0,578000.0,48166.67,11009.24,0.62,2,2424000.0,Business Loan,240,769,1049462.05,Owned,0,0.44,0.62,1049462.05,1,0
Rahul Verma,43,Female,Single,High School,Freelancer,1,274000.0,22833.33,8187.73,0.31,2,1519000.0,Personal Loan,360,653,217685.11,Rented,1,0.54,0.31,217685.11,0,0
Rahul Verma,60,Male,Married,High School,Freelancer,1,492000.0,41000.0,14447.06,0.74,1,1735000.0,Personal Loan,48,642,420988.86,Rented,3,1.23,0.74,420988.86,0,0
Manish Tiwari,55,Female,Divorced,Graduate,Salaried,0,795000.0,66250.0,108.81,0.71,0,4746000.0,Car Loan,180,627,1827226.65,Owned,2,0.4,0.71,1827226.65,0,1
Aditya Joshi,42,Female,Divorced,Doctorate,Freelancer,1,180000.0,15000.0,5630.12,0.35,1,984000.0,Home Loan,180,719,204991.56,Mortgaged,1,0.74,0.35,204991.56,0,0
Aditya Joshi,27,Male,Single,Graduate,Freelancer,1,576000.0,48000.0,19788.62,0.32,0,562000.0,Home Loan,48,708,1421726.83,Owned,4,0.66,0.32,1421726.83,0,1
Meera Pillai,62,Female,Single,Doctorate,Business,1,338000.0,28166.67,9790.5,0.47,1,1141000.0,Home Loan,120,740,660862.13,Owned,1,0.69,0.47,660862.13,0,1
Meera Pillai,45,Male,Married,Post Graduate,Freelancer,1,658000.0,54833.33,13183.75,0.56,1,2579000.0,Personal Loan,180,733,1024268.98,Owned,2,0.5,0.56,1024268.98,0,1
Meera Pillai,43,Female,Divorced,Graduate,Freelancer,1,510000.0,42500.0,10119.78,0.66,0,2053000.0,Business Loan,24,595,496639.26,Rented,4,2.25,0.66,496639.26,0,0
Divya Agarwal,40,Male,Married,Doctorate,Salaried,0,604000.0,50333.33,12895.77,0.86,2,380000.0,Business Loan,48,600,243780.49,Owned,4,0.41,0.86,243780.49,0,1
Pooja Deshmukh,63,Female,Divorced,Post Graduate,Freelancer,1,702000.0,58500.0,386.78,0.93,1,2487000.0,Home Loan,120,745,1644686.59,Owned,3,0.36,0.93,1644686.59,0,1
Pooja Deshmukh,51,Female,Divorced,High School,Salaried,0,619000.0,51583.33,10691.0,0.46,2,2713000.0,Medical Emergency,36,665,787285.43,Rented,2,1.67,0.46,787285.43,0,0
Rahul Verma,24,Male,Divorced,Post Graduate,Business,1,180000.0,15000.0,620.34,0.69,1,489000.0,Personal Loan,180,660,133029.13,Owned,0,0.22,0.69,133029.13,0,1
Riya Sen,60,Female,Divorced,Graduate,Freelancer,1,457000.0,38083.33,915.05,0.69,2,2731000.0,Education Loan,120,757,337888.67,Owned,0,0.62,0.69,337888.67,0,1
Meera Pillai,40,Female,Divorced,High School,Business,1,1503000.0,125250.0,27398.18,0.8,1,3388000.0,Business Loan,36,632,160710.9,Mortgaged,2,0.97,0.8,160710.9,0,0
Pooja Deshmukh,26,Female,Single,Graduate,Salaried,0,208000.0,17333.33,494.28,0.41,2,1163000.0,Education Loan,180,759,158134.41,Owned,1,0.4,0.41,158134.41,0,1
Rohan Mehta,47,Male,Married,Doctorate,Self-Employed,1,854000.0,71166.67,16111.74,0.88,0,3297000.0,Medical Emergency,60,498,95764.55,Owned,4,1.0,0.88,95764.55,1,0
Deepak Choudhury,27,Male,Single,High School,Freelancer,1,973000.0,81083.33,8770.52,0.17,2,2732000.0,Car Loan,360,594,2255482.46,Rented,4,0.2,0.17,2255482.46,1,0
